Overview,Sentiment_Score,Valence_Score,Arousal_Score,Dominance_Score,Tempo
"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",0.0,0.5708333333333333,0.5529999999999999,0.5889166666666666,0.0
"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader and a bounty hunter named Boba Fett all over the galaxy.",-0.875,0.5968,0.6083999999999999,0.6982000000000002,0.0472972972972973
"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.",-0.25,0.34455555555555545,0.6471111111111112,0.5544444444444444,0.02857142857142857
"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",0.2403409090909091,0.7186666666666667,0.5240833333333333,0.6880000000000001,0.04647335423197492
Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,0.3181818181818182,0.5715384615384614,0.5149999999999999,0.5453076923076924,0.0748663101604278
"Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way.",0.25,0.5996,0.45750000000000013,0.6178000000000001,0.1142857142857143
A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,0.0,0.678625,0.48774999999999996,0.6343749999999999,0.0
"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",-0.125,0.55725,0.446125,0.477125,0.006944444444444444
"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",0.0,0.5906250000000001,0.4885,0.507875,0.0
"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",-0.12500000000000003,0.573857142857143,0.5482857142857143,0.5635714285714285,0.054761904761904755
"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",-0.08333333333333333,0.39409999999999995,0.6115999999999999,0.4880999999999999,0.01282051282051282
"When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",0.4666666666666666,0.6820714285714286,0.4952857142857143,0.6072857142857142,0.08
"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",-0.1,0.414375,0.53025,0.4863750000000001,0.023529411764705882
"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",0.1,0.3761666666666667,0.6113333333333334,0.5020000000000001,0.004166666666666667
"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",-0.1,0.5908,0.6164666666666668,0.6985333333333333,0.011428571428571429
"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.",-0.5208333333333334,0.5045,0.525375,0.6658749999999999,0.05952380952380953
A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.,-0.4,0.46900000000000003,0.5556666666666666,0.4730000000000001,0.03076923076923077
An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,-0.7,0.6717000000000001,0.4484,0.5601999999999999,0.0608695652173913
"In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime. This path brings him face-to-face with his alter-ego: the Joker.",-0.65,0.41947058823529415,0.5855294117647059,0.48870588235294116,0.0787878787878788
A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,0.10000000000000002,0.681857142857143,0.5041428571428571,0.6427857142857143,0.005555555555555557
"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",0.1,0.45933333333333337,0.5203333333333333,0.5670000000000001,0.010526315789473684
"After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",-0.2916666666666667,0.4956666666666667,0.5963333333333334,0.5098333333333334,0.03977272727272727
An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,-0.0625,0.4763,0.5239999999999999,0.5496000000000001,0.013157894736842105
A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,0.0,0.4625714285714285,0.6557142857142858,0.6355714285714287,0.0
A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,-0.04999999999999999,0.49525,0.6145,0.6523749999999999,0.08421052631578947
A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,-0.1259259259259259,0.4596,0.39980000000000004,0.4572,0.07973856209150328
"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",-0.5,0.4693333333333333,0.5934166666666666,0.59225,0.09259259259259259
"Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",0.15000000000000002,0.54325,0.565375,0.6131249999999999,0.020689655172413796
"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",0.05,0.65375,0.519875,0.7046250000000001,0.037500000000000006
"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg.",0.13999999999999999,0.6136666666666667,0.5454444444444444,0.6119999999999999,0.07083333333333335
A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,0.25,0.7096363636363637,0.447909090909091,0.5052727272727272,0.04
A young boy and his little sister struggle to survive in Japan during World War II.,-0.04375,0.5352857142857143,0.5565714285714285,0.6141428571428572,0.036538461538461534
"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.",-0.03,0.5820000000000001,0.4320625,0.493125,0.03153846153846154
A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,-0.05000000000000001,0.4893846153846155,0.6256923076923075,0.5542307692307692,0.16818181818181818
"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.",0.0,0.602,0.5347999999999999,0.6236999999999999,0.014814814814814815
A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,-0.15,0.5429999999999999,0.6378999999999999,0.5699000000000001,0.024999999999999998
The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,0.14545454545454548,0.5287142857142857,0.513,0.5505714285714286,0.03571428571428571
"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",0.375,0.6877000000000001,0.45970000000000005,0.538,0.1111111111111111
"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",-0.8,0.3495714285714286,0.495,0.4407142857142857,0.1142857142857143
"In 1950, amid-st the ravages of the Korean War, Sergeant Süleyman stumbles upon a half-frozen little girl, with no parents and no help in sight. Frantic, scared and on the verge of death, ...                See full summary »",0.08124999999999999,0.4252666666666666,0.45946666666666663,0.4466666666666666,0.020714285714285713
"Vikram, a no-nonsense police officer, accompanied by Simon, his partner, is on the hunt to capture Vedha, a smuggler and a murderer. Vedha tries to change Vikram's life, which leads to a conflict.",-0.1,0.4209166666666666,0.6569166666666667,0.6153333333333334,0.006666666666666667
"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",0.2,0.5646000000000001,0.36929999999999996,0.4964999999999999,0.04
Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,0.0,0.51925,0.591625,0.69425,0.0
"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.",-0.0625,0.4415,0.48100000000000004,0.5105999999999999,0.010869565217391304
"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",-0.21666666666666665,0.5163076923076922,0.49238461538461537,0.6167692307692308,0.06764705882352941
The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,0.275,0.4348461538461539,0.5585384615384615,0.5320769230769232,0.03793103448275863
"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",0.4,0.7183571428571428,0.5255,0.6352857142857143,0.06666666666666667
"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",-0.4375,0.5497,0.6599999999999999,0.6401999999999999,0.0875
"Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.",-0.35833333333333334,0.44426666666666664,0.6276666666666666,0.5654666666666667,0.09107142857142857
"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",-0.2833333333333334,0.6530588235294118,0.45352941176470596,0.513,0.026470588235294117
"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.",-0.07840909090909091,0.6293125,0.4165,0.5320624999999999,0.07306397306397307
"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",-0.0875,0.5604615384615385,0.4583076923076923,0.5597692307692308,0.02631578947368421
"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",0.11666666666666665,0.5623333333333335,0.5332222222222223,0.6387777777777778,0.07391304347826087
"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.",0.0,0.4875999999999999,0.5088,0.487,0.0
A man with short-term memory loss attempts to track down his wife's murderer.,-0.15555555555555559,0.38,0.47712499999999997,0.45525,0.031111111111111117
"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",0.0,0.5637000000000001,0.534,0.5357000000000001,0.0
"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",0.0,0.4735454545454545,0.4721818181818182,0.49790909090909086,0.010714285714285716
"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers.",1.0,0.6584444444444445,0.551,0.6988888888888889,0.038461538461538464
"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",-0.4375,0.5552307692307693,0.5302307692307693,0.5667692307692308,0.12053571428571429
A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,0.35714285714285715,0.5301428571428571,0.6038571428571429,0.8114285714285714,0.03759398496240601
"After a space merchant vessel receives an unknown transmission as a distress call, one of the crew is attacked by a mysterious life form and they soon realize that its life cycle has merely begun.",-0.19999999999999998,0.6053749999999999,0.5065625,0.5455,0.021875
"The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend.",0.1590909090909091,0.6243333333333333,0.48933333333333334,0.6,0.10330578512396693
An executive of a shoe company becomes a victim of extortion when his chauffeur's son is kidnapped and held for ransom.,-0.07500000000000001,0.4746666666666668,0.5648888888888889,0.5367777777777777,0.008333333333333335
An insane general triggers a path to nuclear holocaust that a War Room full of politicians and generals frantically tries to stop.,-0.175,0.37749999999999995,0.6011,0.6039,0.07236842105263158
A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,0.0,0.551888888888889,0.6566666666666667,0.6256666666666668,0.0
"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",0.05000000000000002,0.4345,0.6165999999999998,0.5934999999999999,0.0055555555555555575
A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,0.0,0.5216666666666666,0.49222222222222217,0.4898888888888889,0.0
A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,-0.6,0.6411,0.5388,0.5867,0.08571428571428572
Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,-0.15,0.39975,0.605125,0.5978749999999999,0.06470588235294118
"April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",0.0,0.4536250000000001,0.522625,0.5993750000000001,0.017142857142857144
A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,0.0,0.7003,0.4846000000000001,0.7142000000000001,0.0
"A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.",-0.16666666666666666,0.5828888888888888,0.5489999999999999,0.5808888888888888,0.045454545454545456
A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.,-0.125,0.4995714285714286,0.6509999999999999,0.5945714285714286,0.015625
"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",0.09709595959595957,0.650222222222222,0.43505555555555564,0.5333888888888888,0.14443993506493508
A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,-0.125,0.6057857142857144,0.5081428571428571,0.5782142857142858,0.03676470588235294
Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,0.0,0.7578888888888888,0.4454444444444445,0.5795555555555555,0.0
A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six years old daughter. The prison would be their home. Based on the 2013 Korean movie 7-beon-bang-ui seon-mul (2013).,0.15,0.5262941176470589,0.4879411764705883,0.5200588235294117,0.09090909090909091
The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,-0.1,0.4855,0.46749999999999997,0.517125,0.014285714285714287
"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",0.0,0.397125,0.631625,0.6667500000000001,0.0
"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",-0.09166666666666667,0.668625,0.47400000000000003,0.525125,0.034375
"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",0.325,0.689857142857143,0.38371428571428573,0.5041428571428571,0.132
"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",-0.07936507936507937,0.3770833333333334,0.66475,0.5403333333333333,0.17555555555555555
The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,0.0,0.455125,0.54425,0.47100000000000003,0.0
A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,0.11000000000000001,0.6111111111111112,0.5296666666666667,0.5097777777777777,0.21428571428571427
"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",0.0,0.6433000000000001,0.47240000000000004,0.6329,0.0
"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",0.13454545454545455,0.7415384615384615,0.4335384615384616,0.5283846153846153,0.07302052785923754
A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,0.23989898989898992,0.6207999999999999,0.5227000000000002,0.4937,0.07575757575757576
Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,0.4,0.5115714285714286,0.6568571428571429,0.755,0.04
"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",-0.25,0.4374545454545455,0.5991818181818181,0.5820000000000001,0.10526315789473684
A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,-0.8375,0.43992857142857134,0.6275000000000001,0.5965,0.12884615384615383
"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",-0.2,0.43750000000000006,0.659,0.6815833333333333,0.1
"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.",-0.39999999999999997,0.5618823529411765,0.49258823529411755,0.58,0.05714285714285715
"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.",-0.35,0.659875,0.6451250000000002,0.6381249999999999,0.08518518518518518
"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",0.0,0.38839999999999997,0.631,0.553,0.0
"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",-0.0875,0.4205294117647059,0.5699411764705883,0.5360588235294119,0.01842105263157895
"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.",-0.25,0.33775,0.46775,0.46799999999999997,0.075
"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",-0.13272727272727275,0.5402631578947368,0.5886315789473685,0.5706842105263158,0.06207792207792208
Two grifters team up to pull off the ultimate con.,0.0,0.5162,0.5454000000000001,0.5072,0.0
"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",0.0,0.46154545454545454,0.6241818181818182,0.6376363636363637,0.0
"After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000.",0.4,0.5713636363636363,0.48427272727272724,0.5341818181818182,0.06666666666666667
Two bounty hunters with the same intentions team up to track down a Western outlaw.,-0.051851851851851864,0.496,0.4772857142857143,0.5551428571428572,0.025925925925925932
"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",0.375,0.5616249999999999,0.529375,0.7585000000000001,0.057692307692307696
"A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",0.25,0.7346666666666666,0.46900000000000003,0.5751666666666666,0.03043478260869565
A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies.,0.005681818181818177,0.5816000000000001,0.5568,0.5841,0.013068181818181817
A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.,0.16,0.5418333333333333,0.6945,0.6765,0.18333333333333332
A silent film production company and cast make a difficult transition to sound.,-0.033333333333333326,0.6376666666666666,0.5065555555555555,0.5428888888888888,0.13999999999999999
A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer.,-0.1,0.4885,0.5353333333333333,0.6064999999999999,0.0071428571428571435
"In post-war Italy, a working-class man's bicycle is stolen. He and his son set out to find it.",0.0,0.5432222222222223,0.5315555555555556,0.5382222222222223,0.0
An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.,0.0,0.5379166666666667,0.4859166666666667,0.6328333333333334,0.0
"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.",0.0,0.5177499999999999,0.604625,0.623,0.0
"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",-0.20833333333333334,0.4673999999999999,0.5541,0.5316,0.078125
"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",0.1875,0.7146250000000001,0.4850625,0.5815,0.03571428571428571
"The Tramp cares for an abandoned child, but events put that relationship in jeopardy.",0.0,0.4303333333333334,0.5538333333333333,0.3933333333333333,0.0
"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.",-0.3685185185185185,0.5353846153846153,0.5091538461538462,0.4775384615384616,0.048504273504273505
"Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group.",-0.22142857142857145,0.4404615384615384,0.6525384615384616,0.7036153846153846,0.10300751879699249
"In the 1970s, a fierce rebel rises against brutal oppression and becomes the symbol of hope to legions of downtrodden people.",-0.875,0.4131428571428572,0.6238571428571429,0.6197142857142858,0.09722222222222222
A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.,0.0,0.639125,0.448625,0.558875,0.0
A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,-0.16666666666666666,0.49775,0.531875,0.49674999999999997,0.0625
An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.,0.0,0.393,0.6881666666666667,0.6581666666666667,0.16666666666666666
"When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",-0.25,0.7016666666666665,0.4468333333333334,0.6471666666666667,0.019230769230769232
"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",0.1621212121212121,0.6317058823529412,0.4487058823529412,0.4761176470588236,0.029476584022038566
"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.",-0.1875,0.45933333333333337,0.5702222222222221,0.528,0.05217391304347826
A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.,0.0,0.7812,0.4312,0.5696,0.0
"In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in.",-0.4,0.38100000000000006,0.5761999999999999,0.5068,0.07804878048780489
The truth behind the ascension of Milkha Singh who was scarred because of the India-Pakistan partition.,-0.4,0.7836666666666666,0.5296666666666666,0.6553333333333333,0.03076923076923077
"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",-0.2,0.3629,0.6108,0.5304,0.01904761904761905
"Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father.",0.1,0.5623333333333335,0.4671666666666667,0.6084999999999999,0.015384615384615385
"The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement.",0.5,0.6059,0.4577,0.55,0.04
A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,0.22999999999999998,0.5322142857142858,0.4733571428571429,0.5242857142857142,0.06363636363636363
"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",-0.01666666666666667,0.5634375,0.5370625000000001,0.5931875,0.018018018018018018
"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.",-1.0,0.24049999999999996,0.705,0.5361666666666667,0.058823529411764705
"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",0.1,0.506,0.3962,0.53,0.006666666666666667
"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",0.33666666666666667,0.5744999999999999,0.5737857142857142,0.6692142857142857,0.0776923076923077
Kabir Khan is the coach of the Indian Women's National Hockey Team and his dream is to make his all girls team emerge victorious against all odds.,0.0,0.6626363636363637,0.5364545454545454,0.6378181818181817,0.0
"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",0.1,0.5237272727272727,0.48872727272727273,0.5736363636363636,0.011111111111111112
"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",0.033333333333333326,0.5295555555555556,0.5807777777777778,0.637888888888889,0.08499999999999999
"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",0.020238095238095232,0.6002500000000001,0.34500000000000003,0.47575000000000006,0.030042016806722686
"In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman.",0.025,0.526875,0.600625,0.629625,0.004166666666666667
"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.",-0.0375,0.6417692307692309,0.42992307692307696,0.5663076923076923,0.021875
"The cathartic tale of a young woman who can't see, hear or talk and the teacher who brings a ray of light into her dark world.",0.11666666666666665,0.6276363636363637,0.39999999999999997,0.5329090909090909,0.05
